name,label,kind
374308::Gene,PTCHD3,Gene
374354::Gene,NHLRC2,Gene
374355::Gene,CCDC172,Gene
374378::Gene,GALNT18,Gene
374383::Gene,NCR3LG1,Gene
374393::Gene,FAM111B,Gene
374395::Gene,TMEM179B,Gene
3744::Gene,KCNA10,Gene
374403::Gene,TBC1D10C,Gene
374407::Gene,DNAJB13,Gene
374454::Gene,KRT77,Gene
374462::Gene,PTPRQ,Gene
374470::Gene,C12orf42,Gene
3745::Gene,KCNB1,Gene
374569::Gene,ASPG,Gene
3746::Gene,KCNC1,Gene
374618::Gene,TEX9,Gene
374654::Gene,KIF7,Gene
374655::Gene,ZNF710,Gene
374659::Gene,HDDC3,Gene
3747::Gene,KCNC2,Gene
374739::Gene,TEPP,Gene
374768::Gene,SPEM1,Gene
374786::Gene,EFCAB5,Gene
3748::Gene,KCNC3,Gene
374819::Gene,LRRC37A3,Gene
374860::Gene,ANKRD30B,Gene
374864::Gene,CCDC178,Gene
374868::Gene,ATP9B,Gene
374872::Gene,C19orf35,Gene
374875::Gene,HSD11B1L,Gene
374877::Gene,C19orf45,Gene
374879::Gene,ZNF699,Gene
374882::Gene,TMEM205,Gene
374887::Gene,YJEFN3,Gene
374897::Gene,SBSN,Gene
374899::Gene,ZNF829,Gene
3749::Gene,KCNC4,Gene
374900::Gene,ZNF568,Gene
374907::Gene,B3GNT8,Gene
374918::Gene,IGFL1,Gene
374920::Gene,C19orf68,Gene
374928::Gene,ZNF773,Gene
374946::Gene,DRAXIN,Gene
374955::Gene,SPATA21,Gene
374969::Gene,CCDC23,Gene
374973::Gene,TEX38,Gene
374977::Gene,MROH7,Gene
374986::Gene,FAM73A,Gene
375::Gene,ARF1,Gene
3750::Gene,KCND1,Gene
375033::Gene,PEAR1,Gene
375035::Gene,SFT2D2,Gene
375056::Gene,MIA3,Gene
375057::Gene,C1orf95,Gene
375061::Gene,FAM89A,Gene
3751::Gene,KCND2,Gene
375189::Gene,PFN4,Gene
375190::Gene,FAM228B,Gene
3752::Gene,KCND3,Gene
375248::Gene,ANKRD36,Gene
375287::Gene,RBM43,Gene
375298::Gene,CERKL,Gene
3753::Gene,KCNE1,Gene
375307::Gene,CATIP,Gene
375316::Gene,RBM44,Gene
375318::Gene,AQP12A,Gene
375323::Gene,LHFPL4,Gene
375337::Gene,TOPAZ1,Gene
375341::Gene,C3orf62,Gene
375346::Gene,TMEM110,Gene
375387::Gene,NRROS,Gene
3754::Gene,KCNF1,Gene
375444::Gene,C5orf34,Gene
375449::Gene,MAST4,Gene
375484::Gene,SIMC1,Gene
3755::Gene,KCNG1,Gene
375519::Gene,GJB7,Gene
375567::Gene,VWC2,Gene
375593::Gene,TRIM73,Gene
3756::Gene,KCNH1,Gene
375607::Gene,NAT16,Gene
375611::Gene,SLC26A5,Gene
375612::Gene,LHFPL3,Gene
375616::Gene,KCP,Gene
375686::Gene,SPATC1,Gene
3757::Gene,KCNH2,Gene
375704::Gene,ENHO,Gene
375743::Gene,PTAR1,Gene
375748::Gene,ERCC6L2,Gene
375757::Gene,SWI5,Gene
375759::Gene,C9orf50,Gene
375775::Gene,PNPLA7,Gene
375790::Gene,AGRN,Gene
375791::Gene,CYSRT1,Gene
3758::Gene,KCNJ1,Gene
3759::Gene,KCNJ2,Gene
3760::Gene,KCNJ3,Gene
3761::Gene,KCNJ4,Gene
376132::Gene,LRRC10,Gene
3762::Gene,KCNJ5,Gene
376267::Gene,RAB15,Gene
3763::Gene,KCNJ6,Gene
3764::Gene,KCNJ8,Gene
376497::Gene,SLC27A1,Gene
3765::Gene,KCNJ9,Gene
3766::Gene,KCNJ10,Gene
3767::Gene,KCNJ11,Gene
3768::Gene,KCNJ12,Gene
3769::Gene,KCNJ13,Gene
376940::Gene,ZC3H6,Gene
377::Gene,ARF3,Gene
3770::Gene,KCNJ14,Gene
377007::Gene,KLHL30,Gene
377047::Gene,PRSS45,Gene
3772::Gene,KCNJ15,Gene
3773::Gene,KCNJ16,Gene
3775::Gene,KCNK1,Gene
3776::Gene,KCNK2,Gene
377630::Gene,USP17L2,Gene
377677::Gene,CA13,Gene
3777::Gene,KCNK3,Gene
3778::Gene,KCNMA1,Gene
377841::Gene,ENTPD8,Gene
3779::Gene,KCNMB1,Gene
378::Gene,ARF4,Gene
3780::Gene,KCNN1,Gene
3781::Gene,KCNN2,Gene
378108::Gene,TRIM74,Gene
3782::Gene,KCNN3,Gene
3783::Gene,KCNN4,Gene
3784::Gene,KCNQ1,Gene
3785::Gene,KCNQ2,Gene
3786::Gene,KCNQ3,Gene
3787::Gene,KCNS1,Gene
378708::Gene,APITD1,Gene
3788::Gene,KCNS2,Gene
378807::Gene,CATSPER4,Gene
378884::Gene,NHLRC1,Gene
378925::Gene,RNF148,Gene
378948::Gene,RBMY1B,Gene
378949::Gene,RBMY1D,Gene
378950::Gene,RBMY1E,Gene
378951::Gene,RBMY1J,Gene
379::Gene,ARL4D,Gene
3790::Gene,KCNS3,Gene
3791::Gene,KDR,Gene
3792::Gene,KEL,Gene
3795::Gene,KHK,Gene
3796::Gene,KIF2A,Gene
3797::Gene,KIF3C,Gene
3798::Gene,KIF5A,Gene
3799::Gene,KIF5B,Gene
38::Gene,ACAT1,Gene
3800::Gene,KIF5C,Gene
3801::Gene,KIFC3,Gene
3802::Gene,KIR2DL1,Gene
3803::Gene,KIR2DL2,Gene
3804::Gene,KIR2DL3,Gene
3805::Gene,KIR2DL4,Gene
3806::Gene,KIR2DS1,Gene
3808::Gene,KIR2DS3,Gene
3809::Gene,KIR2DS4,Gene
381::Gene,ARF5,Gene
3810::Gene,KIR2DS5,Gene
3811::Gene,KIR3DL1,Gene
3812::Gene,KIR3DL2,Gene
3813::Gene,KIR3DS1,Gene
3814::Gene,KISS1,Gene
3815::Gene,KIT,Gene
3816::Gene,KLK1,Gene
3817::Gene,KLK2,Gene
3818::Gene,KLKB1,Gene
382::Gene,ARF6,Gene
3820::Gene,KLRB1,Gene
3821::Gene,KLRC1,Gene
3822::Gene,KLRC2,Gene
3823::Gene,KLRC3,Gene
3824::Gene,KLRD1,Gene
3827::Gene,KNG1,Gene
383::Gene,ARG1,Gene
3831::Gene,KLC1,Gene
3832::Gene,KIF11,Gene
3833::Gene,KIFC1,Gene
3834::Gene,KIF25,Gene
3835::Gene,KIF22,Gene
3836::Gene,KPNA1,Gene
3837::Gene,KPNB1,Gene
3838::Gene,KPNA2,Gene
3839::Gene,KPNA3,Gene
384::Gene,ARG2,Gene
3840::Gene,KPNA4,Gene
3841::Gene,KPNA5,Gene
3842::Gene,TNPO1,Gene
3843::Gene,IPO5,Gene
3845::Gene,KRAS,Gene
3846::Gene,KRTAP5-9,Gene
3848::Gene,KRT1,Gene
3849::Gene,KRT2,Gene
3850::Gene,KRT3,Gene
3851::Gene,KRT4,Gene
3852::Gene,KRT5,Gene
3853::Gene,KRT6A,Gene
3854::Gene,KRT6B,Gene
3855::Gene,KRT7,Gene
3856::Gene,KRT8,Gene
3857::Gene,KRT9,Gene
3858::Gene,KRT10,Gene
3859::Gene,KRT12,Gene
3860::Gene,KRT13,Gene
3861::Gene,KRT14,Gene
3866::Gene,KRT15,Gene
386617::Gene,KCTD8,Gene
386618::Gene,KCTD4,Gene
386653::Gene,IL31,Gene
386672::Gene,KRTAP10-4,Gene
386674::Gene,KRTAP10-6,Gene
386675::Gene,KRTAP10-7,Gene
386676::Gene,KRTAP10-9,Gene
386677::Gene,KRTAP10-1,Gene
386678::Gene,KRTAP10-11,Gene
386679::Gene,KRTAP10-2,Gene
386680::Gene,KRTAP10-5,Gene
386681::Gene,KRTAP10-8,Gene
386682::Gene,KRTAP10-3,Gene
386683::Gene,KRTAP12-3,Gene
386684::Gene,KRTAP12-4,Gene
386685::Gene,KRTAP10-12,Gene
386724::Gene,AMIGO3,Gene
386746::Gene,MRGPRG,Gene
3868::Gene,KRT16,Gene
387::Gene,RHOA,Gene
387032::Gene,ZKSCAN4,Gene
387082::Gene,SUMO4,Gene
387103::Gene,CENPW,Gene
387104::Gene,SOGA3,Gene
387119::Gene,CEP85L,Gene
387129::Gene,NPSR1,Gene
3872::Gene,KRT17,Gene
387263::Gene,C6orf120,Gene
387264::Gene,KRTAP5-1,Gene
387266::Gene,KRTAP5-3,Gene
387267::Gene,KRTAP5-4,Gene
387273::Gene,KRTAP5-10,Gene
387332::Gene,TBPL2,Gene
387338::Gene,NSUN4,Gene
387357::Gene,THEMIS,Gene
387496::Gene,RASL11A,Gene
3875::Gene,KRT18,Gene
387509::Gene,GPR153,Gene
387521::Gene,TMEM189,Gene
387522::Gene,TMEM189-UBE2V1,Gene
387597::Gene,ILDR2,Gene
387601::Gene,SLC22A25,Gene
387638::Gene,C10orf113,Gene
387640::Gene,SKIDA1,Gene
387680::Gene,FAM21A,Gene
387694::Gene,SH2D4B,Gene
387695::Gene,C10orf99,Gene
387700::Gene,SLC16A12,Gene
387707::Gene,CC2D2B,Gene
387712::Gene,ENO4,Gene
387715::Gene,ARMS2,Gene
387718::Gene,TEX36,Gene
387733::Gene,IFITM5,Gene
387748::Gene,OR56B1,Gene
387755::Gene,INSC,Gene
387758::Gene,FIBIN,Gene
387763::Gene,C11orf96,Gene
387775::Gene,SLC22A10,Gene
387778::Gene,SPDYC,Gene
387787::Gene,LIPT2,Gene
387804::Gene,VSTM5,Gene
387836::Gene,CLEC2A,Gene
387837::Gene,CLEC12B,Gene
387849::Gene,REP15,Gene
387856::Gene,CCDC184,Gene
387882::Gene,C12orf75,Gene
387885::Gene,CCDC42B,Gene
387890::Gene,TMEM233,Gene
387893::Gene,SETD8,Gene
387911::Gene,C1QTNF9B,Gene
387914::Gene,SHISA2,Gene
387921::Gene,NHLRC3,Gene
387923::Gene,SERP2,Gene
387990::Gene,TOMM20L,Gene
388::Gene,RHOB,Gene
3880::Gene,KRT19,Gene
388015::Gene,RTL1,Gene
388021::Gene,TMEM179,Gene
3881::Gene,KRT31,Gene
388115::Gene,C15orf52,Gene
388121::Gene,TNFAIP8L3,Gene
388125::Gene,C2CD4B,Gene
388135::Gene,C15orf59,Gene
388199::Gene,PRR25,Gene
3882::Gene,KRT32,Gene
388228::Gene,SBK1,Gene
388272::Gene,C16orf87,Gene
388276::Gene,C16orf97,Gene
388282::Gene,LOC388282,Gene
388284::Gene,C16orf86,Gene
388289::Gene,C16orf47,Gene
3883::Gene,KRT33A,Gene
388323::Gene,GLTPD2,Gene
388324::Gene,INCA1,Gene
388325::Gene,SCIMP,Gene
388327::Gene,C17orf100,Gene
388333::Gene,SPDYE4,Gene
388335::Gene,TMEM220,Gene
388336::Gene,SHISA6,Gene
388341::Gene,LRRC75A,Gene
388364::Gene,TMIGD1,Gene
388372::Gene,CCL4L1,Gene
388381::Gene,C17orf98,Gene
388389::Gene,CCDC103,Gene
388394::Gene,RPRML,Gene
3884::Gene,KRT33B,Gene
388403::Gene,YPEL2,Gene
388407::Gene,C17orf82,Gene
388419::Gene,BTBD17,Gene
388436::Gene,LOC388436,Gene
388439::Gene,FLJ12120,Gene
388468::Gene,POTEC,Gene
3885::Gene,KRT34,Gene
388512::Gene,CLEC17A,Gene
388523::Gene,ZNF728,Gene
388531::Gene,RGS9BP,Gene
388533::Gene,KRTDAP,Gene
388536::Gene,ZNF790,Gene
388551::Gene,CEACAM16,Gene
388552::Gene,BLOC1S3,Gene
388553::Gene,BHMG1,Gene
388555::Gene,IGFL3,Gene
388558::Gene,ZNF808,Gene
388559::Gene,ZNF888,Gene
388561::Gene,ZNF761,Gene
388564::Gene,TMEM238,Gene
388566::Gene,ZNF470,Gene
388567::Gene,ZNF749,Gene
388569::Gene,ZNF324B,Gene
388581::Gene,FAM132A,Gene
388585::Gene,HES5,Gene
388588::Gene,SMIM1,Gene
388591::Gene,RNF207,Gene
388595::Gene,TMEM82,Gene
3886::Gene,KRT35,Gene
388610::Gene,TRNP1,Gene
388611::Gene,CD164L2,Gene
388630::Gene,TRABD2B,Gene
388633::Gene,LDLRAD1,Gene
388646::Gene,GBP7,Gene
388649::Gene,C1orf146,Gene
388650::Gene,FAM69A,Gene
388662::Gene,SLC6A17,Gene
388667::Gene,C1orf137,Gene
388677::Gene,NOTCH2NL,Gene
388695::Gene,LYSMD1,Gene
388697::Gene,HRNR,Gene
388698::Gene,FLG2,Gene
3887::Gene,KRT81,Gene
388701::Gene,C1orf189,Gene
388722::Gene,C1orf53,Gene
388730::Gene,TMEM81,Gene
388743::Gene,CAPN8,Gene
388753::Gene,COA6,Gene
388759::Gene,C1orf229,Gene
388780::Gene,LOC388780,Gene
388795::Gene,EFCAB8,Gene
388799::Gene,FAM209B,Gene
3888::Gene,KRT82,Gene
388813::Gene,LOC388813,Gene
388818::Gene,KRTAP26-1,Gene
388820::Gene,LOC388820,Gene
388849::Gene,LOC388849,Gene
388886::Gene,LRRC75B,Gene
3889::Gene,KRT83,Gene
388931::Gene,MFSD2B,Gene
388939::Gene,C2orf71,Gene
388946::Gene,TMEM247,Gene
388951::Gene,TSPYL6,Gene
388960::Gene,C2orf78,Gene
388962::Gene,BOLA3,Gene
388963::Gene,C2orf81,Gene
388969::Gene,C2orf68,Gene
389::Gene,RHOC,Gene
3890::Gene,KRT84,Gene
389015::Gene,SLC9A4,Gene
389036::Gene,ACT,Gene
389058::Gene,SP5,Gene
389072::Gene,PLEKHM3,Gene
389073::Gene,C2orf80,Gene
389075::Gene,RESP18,Gene
389084::Gene,C2orf82,Gene
389090::Gene,OR6B2,Gene
3891::Gene,KRT85,Gene
389114::Gene,ZNF662,Gene
389118::Gene,CDHR4,Gene
389119::Gene,FAM212A,Gene
389123::Gene,IQCF2,Gene
389124::Gene,IQCF5,Gene
389125::Gene,MUSTN1,Gene
389136::Gene,VGLL3,Gene
389151::Gene,PRR23B,Gene
389152::Gene,PRR23C,Gene
389158::Gene,PLSCR5,Gene
389161::Gene,ANKUB1,Gene
389170::Gene,LEKR1,Gene
389177::Gene,TMEM212,Gene
389197::Gene,C4orf50,Gene
389199::Gene,LOC389199,Gene
3892::Gene,KRT86,Gene
389203::Gene,SMIM20,Gene
389206::Gene,BEND4,Gene
389207::Gene,GRXCR1,Gene
389208::Gene,TMPRSS11F,Gene
389257::Gene,LRRC14B,Gene
389289::Gene,ANXA2R,Gene
389320::Gene,TEX43,Gene
389333::Gene,PROB1,Gene
389336::Gene,C5orf46,Gene
389337::Gene,ARHGEF37,Gene
389362::Gene,PSMG4,Gene
389376::Gene,SFTA2,Gene
389383::Gene,CLPSL2,Gene
389384::Gene,C6orf222,Gene
389396::Gene,GLYATL3,Gene
389400::Gene,GFRAL,Gene
389405::Gene,LOC389405,Gene
389421::Gene,LIN28B,Gene
389422::Gene,C6orf183,Gene
389432::Gene,SAMD5,Gene
389434::Gene,IYD,Gene
389493::Gene,NUPR1L,Gene
3895::Gene,KTN1,Gene
389524::Gene,GTF2IRD2B,Gene
389541::Gene,LAMTOR4,Gene
389549::Gene,FEZF1,Gene
389558::Gene,FAM180A,Gene
389602::Gene,LOC389602,Gene
389610::Gene,XKR5,Gene
389643::Gene,NUGGC,Gene
389649::Gene,C8orf86,Gene
389658::Gene,FAM150A,Gene
389668::Gene,XKR9,Gene
389676::Gene,C8orf87,Gene
389677::Gene,RBM12B,Gene
389690::Gene,MROH5,Gene
389692::Gene,MAFA,Gene
3897::Gene,L1CAM,Gene
389730::Gene,SPATA31A6,Gene
389761::Gene,SPATA31D4,Gene
389762::Gene,SPATA31D3,Gene
389763::Gene,SPATA31D1,Gene
389766::Gene,C9orf153,Gene
389792::Gene,IER5L,Gene
389799::Gene,C9orf171,Gene
3898::Gene,LAD1,Gene
389812::Gene,LCN15,Gene
389813::Gene,C9orf172,Gene
389816::Gene,LRRC26,Gene
389827::Gene,TMEM8C,Gene
389831::Gene,LOC389831,Gene
389840::Gene,MAP3K15,Gene
389852::Gene,SPACA5,Gene
389856::Gene,USP27X,Gene
389860::Gene,PAGE2B,Gene
389874::Gene,ZCCHC13,Gene
389895::Gene,LOC389895,Gene
389898::Gene,UBE2NL,Gene
3899::Gene,AFF3,Gene
389903::Gene,CSAG3,Gene
389908::Gene,LOC389908,Gene
389941::Gene,C1QL3,Gene
39::Gene,ACAT2,Gene
390::Gene,RND3,Gene
390010::Gene,NKX1-2,Gene
390036::Gene,OR52K1,Gene
390037::Gene,OR52I1,Gene
390038::Gene,OR51D1,Gene
390054::Gene,OR52A5,Gene
390058::Gene,OR51B6,Gene
390059::Gene,OR51M1,Gene
390061::Gene,OR51Q1,Gene
390063::Gene,OR51I1,Gene
390064::Gene,OR51I2,Gene
390066::Gene,OR52D1,Gene
390067::Gene,OR52H1,Gene
390072::Gene,OR52N4,Gene
390075::Gene,OR52N5,Gene
390077::Gene,OR52N2,Gene
390078::Gene,OR52E6,Gene
390079::Gene,OR52E8,Gene
390081::Gene,OR52E4,Gene
390083::Gene,OR56A3,Gene
390084::Gene,OR56A5,Gene
390093::Gene,OR10A6,Gene
390110::Gene,ACCSL,Gene
390113::Gene,OR4X1,Gene
390142::Gene,OR5D13,Gene
390144::Gene,OR5D16,Gene
390148::Gene,OR5W2,Gene
390151::Gene,OR8H2,Gene
390152::Gene,OR8H3,Gene
390154::Gene,OR5T3,Gene
390155::Gene,OR5T1,Gene
390157::Gene,OR8K1,Gene
390162::Gene,OR5M9,Gene
390167::Gene,OR5M10,Gene
390168::Gene,OR5M1,Gene
390174::Gene,OR9G1,Gene
390181::Gene,OR5AK2,Gene
390190::Gene,OR5B2,Gene
390191::Gene,OR5B12,Gene
390195::Gene,OR5AN1,Gene
390197::Gene,OR4D10,Gene
390199::Gene,OR4D9,Gene
3902::Gene,LAG3,Gene
390201::Gene,OR10V1,Gene
390205::Gene,LRRC10B,Gene
390212::Gene,GPR152,Gene
390231::Gene,TRIM77,Gene
390243::Gene,IZUMO1R,Gene
390245::Gene,KDM4E,Gene
390259::Gene,BSX,Gene
390260::Gene,OR6X1,Gene
390261::Gene,OR6M1,Gene
390264::Gene,OR10G4,Gene
390265::Gene,OR10G7,Gene
390271::Gene,OR8B3,Gene
390275::Gene,OR8A1,Gene
3903::Gene,LAIR1,Gene
390321::Gene,OR6C1,Gene
390323::Gene,OR6C75,Gene
390326::Gene,OR6C76,Gene
390327::Gene,OR6C70,Gene
3904::Gene,LAIR2,Gene
390429::Gene,OR4N2,Gene
390431::Gene,OR4K2,Gene
390433::Gene,OR4K13,Gene
390436::Gene,OR4K17,Gene
390437::Gene,OR4N5,Gene
390439::Gene,OR11G2,Gene
390442::Gene,OR11H4,Gene
390443::Gene,RNASE9,Gene
390445::Gene,OR5AU1,Gene
390502::Gene,SERPINA2,Gene
390538::Gene,OR4M2,Gene
390594::Gene,KBTBD13,Gene
390595::Gene,UBAP1L,Gene
390598::Gene,SKOR1,Gene
3906::Gene,LALBA,Gene
390616::Gene,ANKRD34C,Gene
390637::Gene,GDPGP1,Gene
390648::Gene,OR4F6,Gene
390649::Gene,OR4F15,Gene
390664::Gene,C1QTNF8,Gene
390667::Gene,PTX4,Gene
390748::Gene,PABPN1L,Gene
390760::Gene,LOC390760,Gene
390790::Gene,ARL5C,Gene
390792::Gene,KRT39,Gene
3908::Gene,LAMA2,Gene
390874::Gene,ONECUT3,Gene
390877::Gene,LOC390877,Gene
390882::Gene,OR7G2,Gene
390883::Gene,OR7G3,Gene
390892::Gene,OR7A10,Gene
3909::Gene,LAMA3,Gene
390916::Gene,NUDT19,Gene
390927::Gene,ZNF793,Gene
390928::Gene,PAPL,Gene
390937::Gene,LOC390937,Gene
390940::Gene,PINLYP,Gene
390980::Gene,ZNF805,Gene
390992::Gene,HES3,Gene
390999::Gene,PRAMEF12,Gene
391::Gene,RHOG,Gene
3910::Gene,LAMA4,Gene
391002::Gene,PRAMEF8,Gene
391003::Gene,LOC391003,Gene
391004::Gene,PRAMEF17,Gene
391013::Gene,PLA2G2C,Gene
391059::Gene,FRRS1,Gene
3911::Gene,LAMA5,Gene
391104::Gene,VHLL,Gene
391107::Gene,OR10K2,Gene
391109::Gene,OR10K1,Gene
391112::Gene,OR6Y1,Gene
391114::Gene,OR6K3,Gene
391123::Gene,VSIG8,Gene
391189::Gene,OR11L1,Gene
391190::Gene,OR2L8,Gene
391191::Gene,OR2AK2,Gene
391192::Gene,OR2L3,Gene
391194::Gene,OR2M2,Gene
391195::Gene,OR2T33,Gene
391196::Gene,OR2M7,Gene
3912::Gene,LAMB1,Gene
391211::Gene,OR2G6,Gene
391230::Gene,LOC391230,Gene
391253::Gene,SPINT4,Gene
3913::Gene,LAMB2,Gene
391322::Gene,LOC391322,Gene
391356::Gene,PTRHD1,Gene
391365::Gene,SULT6B1,Gene
3914::Gene,LAMB3,Gene
391475::Gene,DYTN,Gene
3915::Gene,LAMC1,Gene
3916::Gene,LAMP1,Gene
391712::Gene,TRIM61,Gene
391723::Gene,HELT,Gene
3918::Gene,LAMC2,Gene
392::Gene,ARHGAP1,Gene
3920::Gene,LAMP2,Gene
3921::Gene,RPSA,Gene
392138::Gene,OR2A25,Gene
392188::Gene,USP17L8,Gene
392197::Gene,USP17L7,Gene
392255::Gene,GDF6,Gene
392275::Gene,SMPD5,Gene
392307::Gene,FAM221B,Gene
392309::Gene,OR13J1,Gene
392376::Gene,OR13C2,Gene
392390::Gene,OR1L6,Gene
392391::Gene,OR5C1,Gene
392392::Gene,OR1K1,Gene
392399::Gene,LCN9,Gene
392465::Gene,GLOD5,Gene
392490::Gene,FLJ44635,Gene
3925::Gene,STMN1,Gene
392509::Gene,ARL13A,Gene
392617::Gene,ELFN1,Gene
392636::Gene,AGMO,Gene
3927::Gene,LASP1,Gene
392843::Gene,IQCA1L,Gene
392862::Gene,GRID2IP,Gene
3929::Gene,LBP,Gene
393::Gene,ARHGAP4,Gene
3930::Gene,LBR,Gene
393046::Gene,OR2A5,Gene
3931::Gene,LCAT,Gene
3932::Gene,LCK,Gene
3933::Gene,LCN1,Gene
3934::Gene,LCN2,Gene
3936::Gene,LCP1,Gene
3937::Gene,LCP2,Gene
3938::Gene,LCT,Gene
3939::Gene,LDHA,Gene
394::Gene,ARHGAP5,Gene
394263::Gene,MUC21,Gene
3945::Gene,LDHB,Gene
3948::Gene,LDHC,Gene
3949::Gene,LDLR,Gene
395::Gene,ARHGAP6,Gene
3950::Gene,LECT2,Gene
3952::Gene,LEP,Gene
3953::Gene,LEPR,Gene
3954::Gene,LETM1,Gene
3955::Gene,LFNG,Gene
3956::Gene,LGALS1,Gene
3957::Gene,LGALS2,Gene
3958::Gene,LGALS3,Gene
3959::Gene,LGALS3BP,Gene
396::Gene,ARHGDIA,Gene
3960::Gene,LGALS4,Gene
3963::Gene,LGALS7,Gene
3964::Gene,LGALS8,Gene
3965::Gene,LGALS9,Gene
397::Gene,ARHGDIB,Gene
3972::Gene,LHB,Gene
3973::Gene,LHCGR,Gene
3975::Gene,LHX1,Gene
3976::Gene,LIF,Gene
3977::Gene,LIFR,Gene
3978::Gene,LIG1,Gene
398::Gene,ARHGDIG,Gene
3980::Gene,LIG3,Gene
3981::Gene,LIG4,Gene
3982::Gene,LIM2,Gene
3983::Gene,ABLIM1,Gene
3984::Gene,LIMK1,Gene
3985::Gene,LIMK2,Gene
3987::Gene,LIMS1,Gene
3988::Gene,LIPA,Gene
399::Gene,RHOH,Gene
3990::Gene,LIPC,Gene
3991::Gene,LIPE,Gene
3992::Gene,FADS1,Gene
3993::Gene,LLGL2,Gene
399473::Gene,SPRED3,Gene
399474::Gene,TMEM200B,Gene
3995::Gene,FADS3,Gene
399512::Gene,SLC25A35,Gene
3996::Gene,LLGL1,Gene
399664::Gene,MEX3D,Gene
399665::Gene,FAM102A,Gene
399671::Gene,HEATR4,Gene
399687::Gene,MYO18A,Gene
399693::Gene,MGC50722,Gene
399694::Gene,SHC4,Gene
399697::Gene,CTXN2,Gene
399726::Gene,CASC10,Gene
3998::Gene,LMAN1,Gene
399814::Gene,C10orf120,Gene
399818::Gene,METTL10,Gene
399823::Gene,FOXI2,Gene
399832::Gene,DKFZp686M1136,Gene
399884::Gene,LOC399884,Gene
399888::Gene,FAM180B,Gene
399909::Gene,PCNXL3,Gene
399939::Gene,TRIM49D1,Gene
399947::Gene,C11orf87,Gene
399948::Gene,COLCA1,Gene
399949::Gene,C11orf88,Gene
399967::Gene,PATE2,Gene
399968::Gene,PATE4,Gene
399979::Gene,SNX19,Gene
40::Gene,ASIC2,Gene
400::Gene,ARL1,Gene
4000::Gene,LMNA,Gene
400073::Gene,C12orf76,Gene
4001::Gene,LMNB1,Gene
400120::Gene,SERTM1,Gene
400165::Gene,ATP11AUN,Gene
400224::Gene,PLEKHD1,Gene
400258::Gene,C14orf180,Gene
400359::Gene,C15orf53,Gene
400360::Gene,C15orf54,Gene
4004::Gene,LMO1,Gene
400410::Gene,ST20,Gene
400451::Gene,FAM174B,Gene
400499::Gene,LOC400499,Gene
4005::Gene,LMO2,Gene
400506::Gene,KNOP1,Gene
400566::Gene,C17orf97,Gene
400569::Gene,MED11,Gene
400581::Gene,GRAPL,Gene
400591::Gene,C17orf102,Gene
400629::Gene,TEX19,Gene
400658::Gene,C18orf65,Gene
400668::Gene,PRSS57,Gene
400673::Gene,VMAC,Gene
400682::Gene,LOC400682,Gene
4007::Gene,PRICKLE3,Gene
400713::Gene,ZNF880,Gene
400720::Gene,ZNF772,Gene
400735::Gene,PRAMEF4,Gene
400736::Gene,LOC400736,Gene
400745::Gene,SH2D5,Gene
400746::Gene,NCMAP,Gene
400757::Gene,C1orf141,Gene
400793::Gene,C1orf226,Gene
400797::Gene,LINC00083,Gene
4008::Gene,LMO7,Gene
400818::Gene,NBPF9,Gene
400823::Gene,FAM177B,Gene
400830::Gene,DEFB132,Gene
400831::Gene,C20orf202,Gene
400863::Gene,LINC00649,Gene
400891::Gene,LRRC74B,Gene
4009::Gene,LMX1A,Gene
400916::Gene,CHCHD10,Gene
400930::Gene,DKFZp547B139,Gene
400935::Gene,IL17REL,Gene
400950::Gene,C2orf91,Gene
400954::Gene,EML6,Gene
400961::Gene,PAIP2B,Gene
400966::Gene,RGPD1,Gene
400986::Gene,ANKRD36C,Gene
401::Gene,PHOX2A,Gene
4010::Gene,LMX1B,Gene
401024::Gene,FSIP2,Gene
401027::Gene,C2orf66,Gene
401036::Gene,ASB18,Gene
401040::Gene,LOC401040,Gene
401052::Gene,LOC401052,Gene
401067::Gene,IQCF3,Gene
401089::Gene,FOXL2NB,Gene
401097::Gene,C3orf80,Gene
401115::Gene,C4orf48,Gene
401124::Gene,DTHD1,Gene
401137::Gene,PRR27,Gene
401138::Gene,AMTN,Gene
401145::Gene,CCSER1,Gene
401152::Gene,C4orf3,Gene
401190::Gene,RGS7BP,Gene
4012::Gene,LNPEP,Gene
401207::Gene,C5orf63,Gene
401236::Gene,STMND1,Gene
401250::Gene,MCCD1,Gene
401251::Gene,SAPCD1,Gene
401258::Gene,RAB44,Gene
401262::Gene,CRIP3,Gene
401265::Gene,KLHL31,Gene
401285::Gene,TCP10L2,Gene
4013::Gene,VWA5A,Gene
401335::Gene,C7orf65,Gene
401387::Gene,LRRD1,Gene
401388::Gene,C7orf76,Gene
401399::Gene,PRRT4,Gene
4014::Gene,LOR,Gene
401400::Gene,LOC401400,Gene
401409::Gene,RAB19,Gene
401427::Gene,OR2A7,Gene
401447::Gene,USP17L1,Gene
401466::Gene,C8orf59,Gene
401474::Gene,SAMD12,Gene
401494::Gene,HACD4,Gene
401498::Gene,TMEM215,Gene
4015::Gene,LOX,Gene
401505::Gene,TOMM5,Gene
401535::Gene,C9orf170,Gene
401541::Gene,CENPP,Gene
401546::Gene,C9orf152,Gene
401548::Gene,SNX30,Gene
401551::Gene,WDR38,Gene
401562::Gene,LCNL1,Gene
401563::Gene,C9orf139,Gene
